,edge_type,pwi,segment 1 pwi,segment 2 pwi,segment 3 pwi,segment 4 pwi,segment 5 pwi,segment 6 pwi,segment 7 pwi,segment 8 pwi,segments,sink,sink_collection_date,sink_country,sink_host_species,sink_reassortant,sink_state,sink_subtype,source,source_collection_date,source_country,source_host_species,source_reassortant,source_state,source_subtype
3342,full_complement,7.9356219999999995,0.997841,0.973992,0.998637,0.992366,0.977273,0.996511,0.999002,1.0,"{1: 0.99784099999999998, 2: 0.97399199999999997, 3: 0.998637, 4: 0.99236599999999997, 5: 0.97727299999999995, 6: 0.99651100000000004, 7: 0.99900199999999995, 8: 1.0}",A/mallard/California/10126/2008,2008-12-13,USA,Mallard/Avian,False,California,H10N7,A/northern shoveler/California/9710/2008,2008-12-07,USA,Northern Shoveler/Avian,False,California,H10N7
3343,full_complement,7.99597,0.999136,0.999568,0.999547,0.999415,1.0,0.999302,0.999002,1.0,"{1: 0.99913600000000002, 2: 0.99956800000000001, 3: 0.99954699999999996, 4: 0.99941500000000005, 5: 1.0, 6: 0.99930200000000002, 7: 0.99900199999999995, 8: 1.0}",A/mallard/Ohio/1690/2009,2009-08-10,USA,Mallard/Avian,False,Ohio,H6N1,A/mallard/Ohio/2039/2009,2009-08-03,USA,Mallard/Avian,False,Ohio,Mixed
3344,reassortant,7.967176000000001,,,0.999094,0.999415,0.977214,,0.993014,1.0,"{8: 1.0, 3: 0.99909400000000004, 4: 0.99941500000000005, 5: 0.97721400000000003, 7: 0.99301399999999995}",A/mallard/Ohio/1686/2009,2009-08-10,USA,Mallard/Avian,True,Ohio,H6N9,A/mallard/Ohio/2039/2009,2009-08-03,USA,Mallard/Avian,False,Ohio,Mixed
3345,full_complement,7.990952999999999,0.996053,0.99956,0.99907,1.0,0.997996,0.999292,0.998982,1.0,"{1: 0.99605299999999997, 2: 0.99956, 3: 0.99907000000000001, 4: 1.0, 5: 0.99799599999999999, 6: 0.99929199999999996, 7: 0.99898200000000004, 8: 1.0}",A/duck/Hunan/S11643/2012,2012-03-25,China,Duck/Avian,False,Hunan,H4N9,A/duck/Hunan/S11547/2012,2012-03-24,China,Duck/Avian,True,Hunan,H4N9
3346,full_complement,7.743422,0.914174,0.962867,0.958201,0.990836,0.948601,0.991489,0.983034,0.99422,"{1: 0.91417400000000004, 2: 0.96286700000000003, 3: 0.95820099999999997, 4: 0.99083600000000005, 5: 0.94860100000000003, 6: 0.99148899999999995, 7: 0.98303399999999996, 8: 0.99421999999999999}",A/mallard/California/3134/2010,2010-11-24,USA,Mallard/Avian,False,California,H1N1,A/red-necked grebe/Minnesota/AI10-1954/2010,2010-07-07,USA,Grebe/Avian,False,Minnesota,H1N1
3347,full_complement,7.777785000000001,0.980928,0.954959,0.947608,0.98651,0.973975,0.984712,0.971058,0.978035,"{1: 0.98092800000000002, 2: 0.954959, 3: 0.94760800000000001, 4: 0.98651, 5: 0.97397500000000004, 6: 0.98471200000000003, 7: 0.97105799999999998, 8: 0.97803499999999999}",A/American black duck/New Brunswick/00991/2010,2010-09-16,Canada,American Black Duck/Avian,False,New Brunswick,H4N6,A/mallard/Wisconsin/1538/2009,2009-08-18,USA,Mallard/Avian,False,Wisconsin,H4N6
3348,reassortant,7.890376999999999,,,0.979544,0.985841,0.974616,,,,"{3: 0.97954399999999997, 4: 0.98584099999999997, 5: 0.97461600000000004}",A/duck/Hunan/S11547/2012,2012-03-24,China,Duck/Avian,True,Hunan,H4N9,A/duck/Guangxi/S1107/2010,2010-03-06,China,Duck/Avian,False,Guangxi,H4N6
3349,full_complement,7.699898,0.983528,0.959201,0.917572,0.982818,0.92013,0.981158,0.974052,0.981439,"{1: 0.98352799999999996, 2: 0.95920099999999997, 3: 0.91757200000000005, 4: 0.98281799999999997, 5: 0.92013, 6: 0.98115799999999997, 7: 0.97405200000000003, 8: 0.98143899999999995}",A/mallard/Arkansas/12OS179/2012,2012-01-15,USA,Mallard/Avian,False,Arkansas,H1N1,A/mallard/Maryland/09OS254/2009,2009-01-19,USA,Mallard/Avian,True,Maryland,H1N1
3350,full_complement,7.613598,0.922645,0.946459,0.993056,0.95614,0.938124,0.9245950000000001,0.951098,0.981481,"{1: 0.92264500000000005, 2: 0.94645900000000005, 3: 0.99305600000000005, 4: 0.95613999999999999, 5: 0.93812399999999996, 6: 0.92459500000000006, 7: 0.951098, 8: 0.98148100000000005}",A/shorebird/Delaware/274/2009,2009-05-20,USA,Shorebird/Avian,False,Delaware,H1N1,A/mallard/Maryland/09OS254/2009,2009-01-19,USA,Mallard/Avian,True,Maryland,H1N1
3351,reassortant,7.8494530000000005,,0.966753,0.995018,0.997136,0.993506,,,0.996532,"{8: 0.99653199999999997, 2: 0.96675299999999997, 3: 0.99501799999999996, 4: 0.99713600000000002, 5: 0.993506}",A/American green-winged teal/Illinois/3054/2009,2009-10-17,USA,Green-Winged Teal/Avian,True,Illinois,H1N2,A/mallard/Maryland/09OS254/2009,2009-01-19,USA,Mallard/Avian,True,Maryland,H1N1
3352,full_complement,7.771934,0.922844,0.975747,0.996377,0.995418,0.927273,0.993671,0.964072,0.996532,"{1: 0.922844, 2: 0.97574700000000003, 3: 0.99637699999999996, 4: 0.99541800000000003, 5: 0.92727300000000001, 6: 0.99367099999999997, 7: 0.96407200000000004, 8: 0.99653199999999997}",A/American green-winged teal/Wisconsin/2743/2009,2009-10-17,USA,Green-Winged Teal/Avian,False,Wisconsin,H1N1,A/mallard/Maryland/09OS254/2009,2009-01-19,USA,Mallard/Avian,True,Maryland,H1N1
3353,full_complement,7.80598,0.924007,0.996978,0.967391,0.992554,0.99026,0.99789,0.97505,0.96185,"{1: 0.92400700000000002, 2: 0.99697800000000003, 3: 0.967391, 4: 0.99255400000000005, 5: 0.99026000000000003, 6: 0.99789000000000005, 7: 0.97504999999999997, 8: 0.96184999999999998}",A/mallard/Wisconsin/4196/2009,2009-12-03,USA,Mallard/Avian,False,Wisconsin,Mixed,A/mallard/Maryland/09OS254/2009,2009-01-19,USA,Mallard/Avian,True,Maryland,H1N1
3354,full_complement,7.8683320000000005,0.925043,0.996114,0.994112,0.996564,0.991558,0.996511,0.973054,0.995376,"{1: 0.92504299999999995, 2: 0.99611400000000005, 3: 0.994112, 4: 0.99656400000000001, 5: 0.99155800000000005, 6: 0.99651100000000004, 7: 0.97305399999999997, 8: 0.99537600000000004}",A/American green-winged teal/Wisconsin/10OS2847/2010,2010-10-02,USA,American Green-Winged Teal/Avian,False,Wisconsin,H1N1,A/mallard/Maryland/09OS254/2009,2009-01-19,USA,Mallard/Avian,True,Maryland,H1N1
3355,full_complement,7.961399,0.998684,0.998273,0.998209,0.991818,0.996166,0.997275,0.99221,0.988764,"{1: 0.99868400000000002, 2: 0.99827299999999997, 3: 0.99820900000000001, 4: 0.99181799999999998, 5: 0.996166, 6: 0.99727500000000002, 7: 0.99221000000000004, 8: 0.98876399999999998}",A/ostrich/South Africa/AI2512/2011,2011-07-20,,Ostrich/Avian,False,South Africa,H5N2,A/ostrich/South Africa/AI2114/2011,2011-03-03,,Ostrich/Avian,True,South Africa,H5N2
3356,full_complement,7.925332,0.991228,0.991364,0.992835,0.982477,0.991693,0.993188,0.989289,0.993258,"{1: 0.991228, 2: 0.99136400000000002, 3: 0.99283500000000002, 4: 0.98247700000000004, 5: 0.99169300000000005, 6: 0.99318799999999996, 7: 0.98928899999999997, 8: 0.99325799999999997}",A/ostrich/South Africa/AI2214/2011,2011-06-01,,Ostrich/Avian,False,South Africa,H5N2,A/ostrich/South Africa/AI2114/2011,2011-03-03,,Ostrich/Avian,True,South Africa,H5N2
3357,reassortant,7.871301,,0.990933,,0.991228,0.974675,0.974719,0.993014,,"{2: 0.99093299999999995, 4: 0.991228, 5: 0.97467499999999996, 6: 0.974719, 7: 0.99301399999999995}",A/mallard/Wisconsin/1534/2009,2009-08-18,USA,Mallard/Avian,True,Wisconsin,H6N8,A/shorebird/Delaware Bay/181/2009,2009-05-20,USA,Shorebird/Avian,True,Delaware Bay,H6N8
3358,full_complement,7.809935,0.995682,0.928756,0.998641,0.993567,0.937013,0.995787,0.998004,0.962485,"{1: 0.99568199999999996, 2: 0.92875600000000003, 3: 0.998641, 4: 0.99356699999999998, 5: 0.93701299999999998, 6: 0.99578699999999998, 7: 0.998004, 8: 0.96248500000000003}",A/mallard/Maryland/09OS1226/2009,2009-08-04,USA,Mallard/Avian,False,Maryland,H6N8,A/shorebird/Delaware Bay/181/2009,2009-05-20,USA,Shorebird/Avian,True,Delaware Bay,H6N8
3359,full_complement,7.770196,0.960121,0.970207,0.971014,0.974209,0.944409,0.984859,0.987342,0.978035,"{1: 0.960121, 2: 0.97020700000000004, 3: 0.97101400000000004, 4: 0.97420899999999999, 5: 0.94440900000000005, 6: 0.98485900000000004, 7: 0.98734200000000005, 8: 0.97803499999999999}",A/mallard/Michigan/A00869519/2009,2009-10-14,USA,Mallard/Avian,False,Michigan,H7N3,A/green winged teal/California/AKS1370/2008,2008-01-27,USA,Green-Winged Teal/Avian,False,California,H7N3
3360,full_complement,7.684943,0.96114,0.964594,0.959239,0.961627,0.926144,0.959574,0.983034,0.969591,"{1: 0.96113999999999999, 2: 0.96459399999999995, 3: 0.95923899999999995, 4: 0.96162700000000001, 5: 0.92614399999999997, 6: 0.95957400000000004, 7: 0.98303399999999996, 8: 0.96959099999999998}",A/mallard/Wisconsin/4194/2009,2009-12-03,USA,Mallard/Avian,False,Wisconsin,H1N1,A/mallard/California/20385-004/2007,2007-08-05,USA,Mallard/Avian,True,California,H1N1
3361,full_complement,7.656753,0.951886,0.933073,0.953351,0.948542,0.943137,0.977305,0.981038,0.968421,"{1: 0.95188600000000001, 2: 0.93307300000000004, 3: 0.95335099999999995, 4: 0.948542, 5: 0.943137, 6: 0.97730499999999998, 7: 0.98103799999999997, 8: 0.96842099999999998}",A/ruddy turnstone/New Jersey/AI09-256/2009,2009-05-14,USA,Ruddy Turnstone/Avian,False,New Jersey,H1N1,A/mallard/California/20385-004/2007,2007-08-05,USA,Mallard/Avian,True,California,H1N1
3362,full_complement,7.671183000000001,0.925302,0.971503,0.952446,0.963324,0.948366,0.979433,0.967066,0.963743,"{1: 0.92530199999999996, 2: 0.97150300000000001, 3: 0.95244600000000001, 4: 0.96332399999999996, 5: 0.94836600000000004, 6: 0.979433, 7: 0.96706599999999998, 8: 0.96374300000000002}",A/mallard/Nova Scotia/02153/2007,2007-08-08,Canada,Mallard/Avian,False,Nova Scotia,H1N1,A/mallard/California/20385-004/2007,2007-08-05,USA,Mallard/Avian,True,California,H1N1
3363,full_complement,7.6351819999999995,0.95492,0.955959,0.944116,0.969072,0.94183,0.921277,0.962076,0.985932,"{1: 0.95491999999999999, 2: 0.955959, 3: 0.94411599999999996, 4: 0.96907200000000004, 5: 0.94182999999999995, 6: 0.92127700000000001, 7: 0.96207600000000004, 8: 0.98593200000000003}",A/mallard/New Brunswick/00337/2010,2010-08-08,Canada,Mallard/Avian,False,New Brunswick,H1N1,A/mallard/California/20385-004/2007,2007-08-05,USA,Mallard/Avian,True,California,H1N1
3364,full_complement,7.634933999999999,0.95492,0.955863,0.943964,0.969072,0.94183,0.921277,0.962076,0.985932,"{1: 0.95491999999999999, 2: 0.95586300000000002, 3: 0.94396400000000003, 4: 0.96907200000000004, 5: 0.94182999999999995, 6: 0.92127700000000001, 7: 0.96207600000000004, 8: 0.98593200000000003}",A/mallard/New Brunswick/00339/2010,2010-08-08,Canada,Mallard/Avian,False,New Brunswick,H1N1,A/mallard/California/20385-004/2007,2007-08-05,USA,Mallard/Avian,True,California,H1N1
3365,full_complement,7.6365479999999994,0.955353,0.95639,0.943964,0.969072,0.942484,0.921277,0.962076,0.985932,"{1: 0.95535300000000001, 2: 0.95638999999999996, 3: 0.94396400000000003, 4: 0.96907200000000004, 5: 0.94248399999999999, 6: 0.92127700000000001, 7: 0.96207600000000004, 8: 0.98593200000000003}",A/green-winged teal/New Brunswick/00333/2010,2010-08-08,Canada,Green-Winged Teal/Avian,False,New Brunswick,H1N1,A/mallard/California/20385-004/2007,2007-08-05,USA,Mallard/Avian,True,California,H1N1
3366,full_complement,7.671183000000001,0.9257340000000001,0.971071,0.952446,0.963324,0.948366,0.979433,0.967066,0.963743,"{1: 0.92573400000000006, 2: 0.97107100000000002, 3: 0.95244600000000001, 4: 0.96332399999999996, 5: 0.94836600000000004, 6: 0.979433, 7: 0.96706599999999998, 8: 0.96374300000000002}",A/mallard/Nova Scotia/02151/2007,2007-08-08,Canada,Mallard/Avian,False,Nova Scotia,H1N1,A/mallard/California/20385-004/2007,2007-08-05,USA,Mallard/Avian,True,California,H1N1
3367,full_complement,7.635553,0.955527,0.956296,0.944116,0.968499,0.94183,0.921277,0.962076,0.985932,"{1: 0.95552700000000002, 2: 0.95629600000000003, 3: 0.94411599999999996, 4: 0.968499, 5: 0.94182999999999995, 6: 0.92127700000000001, 7: 0.96207600000000004, 8: 0.98593200000000003}",A/American black duck/New Brunswick/00328/2010,2010-08-08,Canada,American Black Duck/Avian,False,New Brunswick,H1N1,A/mallard/California/20385-004/2007,2007-08-05,USA,Mallard/Avian,True,California,H1N1
3368,reassortant,7.751125,,0.971503,0.952446,0.963897,,0.979433,,,"{2: 0.97150300000000001, 3: 0.95244600000000001, 4: 0.963897, 6: 0.979433}",A/American black duck/New Brunswick/01989/2007,2007-08-06,Canada,American Black Duck/Avian,True,New Brunswick,H1N1,A/mallard/California/20385-004/2007,2007-08-05,USA,Mallard/Avian,True,California,H1N1
3369,full_complement,7.730166999999999,0.973559,0.958333,0.936268,0.971913,0.935547,0.989576,0.977688,0.987283,"{1: 0.97355899999999995, 2: 0.95833299999999999, 3: 0.93626799999999999, 4: 0.97191300000000003, 5: 0.93554700000000002, 6: 0.98957600000000001, 7: 0.977688, 8: 0.98728300000000002}",A/American green-winged teal/Ohio/12OS2161/2012,2012-09-15,USA,American Green-Winged Teal/Avian,False,Ohio,H11N2,A/mallard/Illinois/10OS3659/2010,2010-10-31,USA,Mallard/Avian,False,Illinois,H11N2
3370,full_complement,7.728205,0.928045,0.937392,0.94837,0.976065,0.986988,0.9802960000000001,0.993014,0.978035,"{1: 0.92804500000000001, 2: 0.937392, 3: 0.94837000000000005, 4: 0.97606499999999996, 5: 0.98698799999999998, 6: 0.98029600000000006, 7: 0.99301399999999995, 8: 0.97803499999999999}",A/blue-winged teal/Missouri/11OS2641/2011,2011-09-10,USA,Blue-Winged Teal/Avian,False,Missouri,H4N8,A/blue-winged teal/Texas/Sg-00173/2007,2007-09-16,USA,Blue-Winged Teal/Avian,True,Texas,H4N8
3371,reassortant,7.870996,,0.980138,,,0.975277,,0.992016,0.988439,"{8: 0.98843899999999996, 2: 0.98013799999999995, 5: 0.97527699999999995, 7: 0.99201600000000001}",A/mallard/Illinois/10OS4078/2010,2010-11-28,USA,Mallard/Avian,True,Illinois,H10N7,A/blue-winged teal/Texas/Sg-00173/2007,2007-09-16,USA,Blue-Winged Teal/Avian,True,Texas,H4N8
3372,full_complement,7.725683,0.928045,0.937392,0.94837,0.974898,0.986337,0.979592,0.993014,0.978035,"{1: 0.92804500000000001, 2: 0.937392, 3: 0.94837000000000005, 4: 0.97489800000000004, 5: 0.98633700000000002, 6: 0.97959200000000002, 7: 0.99301399999999995, 8: 0.97803499999999999}",A/blue-winged teal/Missouri/11OS2640/2011,2011-09-10,USA,Blue-Winged Teal/Avian,False,Missouri,H4N8,A/blue-winged teal/Texas/Sg-00173/2007,2007-09-16,USA,Blue-Winged Teal/Avian,True,Texas,H4N8
3373,full_complement,7.738773,0.964023,0.938687,0.964221,0.991827,0.952505,0.94159,0.994012,0.991908,"{1: 0.96402299999999996, 2: 0.93868700000000005, 3: 0.96422099999999999, 4: 0.99182700000000001, 5: 0.95250500000000005, 6: 0.94159000000000004, 7: 0.99401200000000001, 8: 0.99190800000000001}",A/bufflehead/California/HKWF205/2007,2007-10-28,USA,Bufflehead/Avian,False,California,H4N8,A/blue-winged teal/Texas/Sg-00173/2007,2007-09-16,USA,Blue-Winged Teal/Avian,True,Texas,H4N8
3374,full_complement,7.644862,0.912349,0.964548,0.966379,0.974314,0.933987,0.9403090000000001,0.983034,0.969942,"{1: 0.91234899999999997, 2: 0.96454799999999996, 3: 0.96637899999999999, 4: 0.97431400000000001, 5: 0.93398700000000001, 6: 0.94030900000000006, 7: 0.98303399999999996, 8: 0.96994199999999997}",A/northern pintail/Interior Alaska/9BM12153R0/2009,2009-08-20,USA,Northern Pintail/Avian,False,Interior Alaska,H4N8,A/mallard/Minnesota/Sg-01039/2008,2008-09-14,USA,Mallard/Avian,False,Minnesota,H4N8
3375,full_complement,7.7091460000000005,0.943364,0.963589,0.985123,0.987683,0.930065,0.95927,0.977046,0.963006,"{1: 0.94336399999999998, 2: 0.96358900000000003, 3: 0.98512299999999997, 4: 0.98768299999999998, 5: 0.93006500000000003, 6: 0.95926999999999996, 7: 0.97704599999999997, 8: 0.96300600000000003}",A/American black duck/New Brunswick/00955/2010,2010-09-15,Canada,American Black Duck/Avian,False,New Brunswick,H4N8,A/mallard/Minnesota/Sg-01039/2008,2008-09-14,USA,Mallard/Avian,False,Minnesota,H4N8
3376,full_complement,7.967417000000001,0.997833,0.995682,0.995883,0.995413,0.994795,0.997899,0.998004,0.991908,"{1: 0.99783299999999997, 2: 0.99568199999999996, 3: 0.99588299999999996, 4: 0.99541299999999999, 5: 0.99479499999999998, 6: 0.99789899999999998, 7: 0.998004, 8: 0.99190800000000001}",A/mallard/California/3430/2012,2012-08-20,USA,Mallard/Avian,False,California,H2N3,A/mallard/California/3153/2012,2012-08-03,USA,Mallard/Avian,False,California,H2N3
3377,full_complement,7.998958,1.0,1.0,0.999545,0.999413,1.0,1.0,1.0,1.0,"{1: 1.0, 2: 1.0, 3: 0.99954500000000002, 4: 0.999413, 5: 1.0, 6: 1.0, 7: 1.0, 8: 1.0}",A/mallard/Sweden/101799/2009,2009-11-13,,Mallard/Avian,False,Sweden,H4N6,A/mallard/Sweden/101658/2009,2009-11-12,,Mallard/Avian,False,Sweden,H4N6
3378,full_complement,7.921504,0.991029,0.983139,0.996838,0.995408,0.992332,0.987552,0.993184,0.982022,"{1: 0.99102900000000005, 2: 0.98313899999999999, 3: 0.996838, 4: 0.99540799999999996, 5: 0.99233199999999999, 6: 0.98755199999999999, 7: 0.99318399999999996, 8: 0.98202199999999995}",A/chicken/Shandong/zc4/2012,2012-04-01,China,Chicken/Avian,False,Shandong,H9N2,A/chicken/Shandong/10/2010,2010-10-01,China,Chicken/Avian,False,Shandong,H9N2
3379,reassortant,7.839786,0.958821,,,0.970811,,0.981198,0.99596,0.97341,"{8: 0.97341, 1: 0.95882100000000003, 4: 0.97081099999999998, 6: 0.98119800000000001, 7: 0.99595999999999996}",A/mallard/California/9573/2008,2008-11-30,USA,Mallard/Avian,True,California,H4N6,A/mallard/Wisconsin/08OS2261/2008,2008-10-19,USA,Mallard/Avian,False,Wisconsin,H4N6
3380,reassortant,7.797947000000001,,,,0.968005,,,0.987026,0.979191,"{8: 0.97919100000000003, 4: 0.968005, 7: 0.98702599999999996}",A/northern shoveler/Mississippi/11OS5900/2011,2011-12-08,USA,Northern Shoveler/Avian,True,Mississippi,H8N1,A/northern pintail/Interior Alaska/10BM12413R0/2010,2010-08-14,USA,Northern Pintail/Avian,False,Interior Alaska,H8N4
3381,reassortant,7.741801,0.982456,0.948549,0.959089,,0.990648,,0.956212,0.99284,"{1: 0.982456, 2: 0.94854899999999998, 3: 0.95908899999999997, 5: 0.99064799999999997, 7: 0.95621199999999995, 8: 0.99283999999999994}",A/duck/Hubei/S2213/2012,2012-06-03,China,Duck/Avian,True,Hubei,H4N2,A/wild goose/Dongting/C1037/2011,2011-11-10,China,Goose/Avian,True,Dongting,H12N8
3382,reassortant,7.798475,0.980702,0.998681,0.960483,,0.988644,0.995754,,,"{1: 0.98070199999999996, 2: 0.99868100000000004, 3: 0.96048299999999998, 5: 0.98864399999999997, 6: 0.99575400000000003}",A/duck/Hunan/S1256/2012,2012-03-23,China,Duck/Avian,True,Hunan,H3N8,A/wild goose/Dongting/C1037/2011,2011-11-10,China,Goose/Avian,True,Dongting,H12N8
3383,full_complement,7.6391610000000005,0.95492,0.942573,0.940027,0.979334,0.958333,0.911049,0.974052,0.978873,"{1: 0.95491999999999999, 2: 0.94257299999999999, 3: 0.94002699999999995, 4: 0.97933400000000004, 5: 0.95833299999999999, 6: 0.911049, 7: 0.97405200000000003, 8: 0.97887299999999999}",A/American green-winged teal/Wisconsin/10OS2955/2010,2010-10-03,USA,American Green-Winged Teal/Avian,False,Wisconsin,H5N2,A/American black duck/Illinois/08OS2688/2008,2008-10-26,USA,American Black Duck/Avian,True,Illinois,H5N2
3384,reassortant,7.867768,,,,0.996556,,0.995146,0.978788,0.998826,"{8: 0.99882599999999999, 4: 0.996556, 6: 0.99514599999999998, 7: 0.97878799999999999}",A/mallard/Illinois/3974/2009,2009-10-17,USA,Mallard/Avian,True,Illinois,H5N2,A/American black duck/Illinois/08OS2688/2008,2008-10-26,USA,American Black Duck/Avian,True,Illinois,H5N2
3385,full_complement,7.67281,0.951886,0.932438,0.940909,0.981056,0.940484,0.98812,0.977823,0.960094,"{1: 0.95188600000000001, 2: 0.93243799999999999, 3: 0.940909, 4: 0.98105600000000004, 5: 0.94048399999999999, 6: 0.98812, 7: 0.977823, 8: 0.960094}",A/turkey/MB/FAV11/2010,2010-11-25,Canada,Turkey/Avian,False,MB,H5N2,A/American black duck/Illinois/08OS2688/2008,2008-10-26,USA,American Black Duck/Avian,True,Illinois,H5N2
3386,full_complement,7.700791000000001,0.920469,0.939119,0.990036,0.979334,0.92549,0.981969,0.989022,0.975352,"{1: 0.92046899999999998, 2: 0.93911900000000004, 3: 0.99003600000000003, 4: 0.97933400000000004, 5: 0.92549000000000003, 6: 0.98196899999999998, 7: 0.98902199999999996, 8: 0.975352}",A/mallard/Wisconsin/10OS3845/2010,2010-11-12,USA,Mallard/Avian,False,Wisconsin,H5N2,A/American black duck/Illinois/08OS2688/2008,2008-10-26,USA,American Black Duck/Avian,True,Illinois,H5N2
3387,reassortant,7.868850999999999,0.980061,,,,0.986364,,,0.996532,"{8: 0.99653199999999997, 1: 0.98006099999999996, 5: 0.98636400000000002}",A/mallard/New Brunswick/00879/2010,2010-09-12,Canada,Mallard/Avian,True,New Brunswick,H4N9,A/blue winged teal/South Dakota/A00772794/2009,2009-09-28,USA,Blue-Winged Teal/Avian,True,South Dakota,H7N7
3388,reassortant,7.849043000000001,0.986615,,,0.982415,0.976471,,0.988024,0.971098,"{8: 0.97109800000000002, 1: 0.98661500000000002, 4: 0.98241500000000004, 5: 0.97647099999999998, 7: 0.98802400000000001}",A/American black duck/Wisconsin/10OS3949/2010,2010-11-18,USA,American Black Duck/Avian,True,Wisconsin,H7N8,A/blue winged teal/South Dakota/A00772794/2009,2009-09-28,USA,Blue-Winged Teal/Avian,True,South Dakota,H7N7
3389,reassortant,7.879089,0.977836,0.96224,0.971014,,0.997398,0.994441,,,"{1: 0.97783600000000004, 2: 0.96223999999999998, 3: 0.97101400000000004, 5: 0.99739800000000001, 6: 0.99444100000000002}",A/mallard/Wisconsin/11OS4104/2011,2011-10-15,USA,Mallard/Avian,True,Wisconsin,H1N2,A/mallard/Ohio/10OS1469/2010,2010-08-18,USA,Mallard/Avian,False,Ohio,H3N2
3390,full_complement,7.958507000000001,0.997827,0.999136,0.998641,0.995402,1.0,0.997915,0.973054,0.996532,"{1: 0.99782700000000002, 2: 0.99913600000000002, 3: 0.998641, 4: 0.99540200000000001, 5: 1.0, 6: 0.997915, 7: 0.97305399999999997, 8: 0.99653199999999997}",A/mallard/Michigan/10OS1497/2010,2010-08-20,USA,Mallard/Avian,False,Michigan,H3N2,A/mallard/Ohio/10OS1469/2010,2010-08-18,USA,Mallard/Avian,False,Ohio,H3N2
3391,full_complement,7.996985,1.0,0.999136,0.999543,1.0,1.0,0.999304,0.999002,1.0,"{1: 1.0, 2: 0.99913600000000002, 3: 0.99954299999999996, 4: 1.0, 5: 1.0, 6: 0.99930399999999997, 7: 0.99900199999999995, 8: 1.0}",A/mallard/California/2805/2012,2012-07-13,USA,Mallard/Avian,False,California,H2N7,A/mallard/California/2755/2012,2012-07-11,USA,Mallard/Avian,True,California,H2N7
